Category,Message
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,Cool. So how come you havent been wined and dined before?
ham,Ryder unsold.now gibbs.
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Did u receive my msg?
ham,Yes just finished watching days of our lives. I love it.
ham,Where are you lover ? I need you ...
ham,Your subscription to Prime has been renewed. Next billing date: Oct 12.
ham,Hey now am free you can call me.
ham,I though we shd go out n have some fun so bar in town or something – sound ok?
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,So can collect ur laptop?
ham,I called and said all to him:)then he have to choose this future.
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,S:)no competition for him.
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
spam,"Your tax refund of $1,850.00 is ready for direct deposit. Confirm your bank info: irs-gov-refund.co"
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Ok no prob
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,I borrow ur bag ok.
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
spam,Get 85% off all designer fragrances. Clearance sale starts now: scent-sale.net
ham,How come she can get it? Should b quite diff to guess rite...
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,What class of  &lt;#&gt;  reunion?
spam,Get 80% off all CBD gummies for better sleep and focus. Shop the sale: cbd-wellness.biz
ham,Action required: Confirm your email address for your new eBay account.
ham,Your subscription to Spotify has been renewed. Next billing date: Dec 20.
ham,If you are not coughing then its nothing
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,Nt joking seriously i told
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,Your Target order is ready for pickup. Confirm your identity for the barcode: target-pick.me
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,I'm really sorry I lit your hair on fire
ham,it's really getting me down just hanging around.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,Babe ? I lost you ... :-(
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,"It'll be tough, but I'll do what I have to"
spam,Get a $1000 Marshalls Gift Card! Take our shopper survey: bit.ly/marshalls-win
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
spam,You have 1 new unread message from 'Wealth Management'. Open it here: bit.ly/wealth-msg
ham,Wat r u doing?
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
spam,"Your Uber account has a new login from 'Chrome on MacOS'. If this wasn't you, reset: uber-auth-sec.co"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
spam,Your Apple iCloud storage is full. Your files will be deleted. Fix: icloud-fix.me
ham,Aight ill get on fb in a couple minutes
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
spam,Exclusive Offer: Buy 1 Get 3 Free on all Health Boost vitamins. Today only at health-store.biz
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,Ok. How many should i buy.
ham,We can go 4 e normal pilates after our intro...
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Nothing spl..wat abt u and whr ru?
ham,S.i'm watching it in live..
ham,Yes:)here tv is always available in work place..
ham,Bognor it is! Should be splendid at this time of year.
ham,Full heat pa:-) i have applyed oil pa.
spam,Get 75% off all CBD oils for chronic pain. Shop now: cbd-relief.biz
spam,Weight loss miracle! Lose 10kg in 2 weeks with this natural supplement. Order now for 50% discount.
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,Umma. Did she say anything
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,Okay... We wait ah
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
spam,Win a free 7-day trip to Cancun! Enter the 'Sun and Sand' raffle: bit.ly/win-cancun-26
ham,Do u knw dis no. &lt;#&gt; ?
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,"Sorry, I'll call later"
ham,Que pases un buen tiempo or something like that
spam,Earn $300 a week by placing an ad on your car. No driving required: car-ads.net
ham,aathi..where are you dear..
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham,"That's fine, I'll bitch at you about it later then"
spam,Your WhatsApp account will be deactivated in 48 hours. Verify: wa-verify.biz
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,I AM AT THE GAS STATION. GO THERE.
ham,"Sorry, I'll call later"
ham,Ü no home work to do meh...
ham,"Sorry, I'll call later"
ham,Yar but they say got some error.
ham,Oh just getting even with u.... u?
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,"Received, understood n acted upon!"
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,"Congratulations! Your email was selected for a $1,000 IKEA shopping spree. Claim now: bit.ly/ikea-spree-26"
ham,Bring tat cd don forget
ham,I'll probably be around mu a lot
ham,I told your number to gautham..
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,What about this one then.
ham,Dad went out oredi...
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,Your subscription to Netflix has been renewed. Next billing date: Dec 20.
ham,What???? Hello wats talks email address?
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,* You gonna ring this weekend or wot?
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,As in i want custom officer discount oh.
spam,Your Robinhood portfolio is at risk. View the security alert: robin-sec.me
ham,Then why you not responding
spam,Earn $100 per day by simply testing new snacks. Sign up for the taste test panel: snack-jobs.co
ham,Hi its in durban are you still on this number
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3"
ham,Don no da:)whats you plan?
ham,Any pain on urination any thing else?
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,But you were together so you should be thinkin about him
spam,Get 80% off all designer sunglasses. Summer sale ends tonight: designer-shades-sale.net
spam,Win a $2000 Home Depot Voucher! Enter the draw here: bit.ly/hd-voucher
ham,"Babe, I need your advice"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
spam,Earn $45/hr as a 'Remote Support Specialist' from home. Apply: remote-jobs.net
ham,May i call You later Pls
